userid,itemid,ts,label
582,86,981996257,1
582,2169,981996331,1
582,36,981996331,1
582,2976,981996331,0
582,1246,981996347,1
582,42,981996356,1
583,2409,993161734,0
583,2642,993161734,0
583,2259,993161771,0
583,2410,993161771,0
583,2411,993161771,1
583,435,993161771,0
583,2643,993161882,0
583,2119,993161882,0
583,2122,993161882,0
583,2412,993161919,0
584,150,992560702,1
584,110,992560719,1
584,36,992560719,1
584,1721,992560740,1
584,608,992560762,1
584,1041,992560777,1
584,590,992560790,1
584,475,992560803,1
584,1393,992560816,1
584,3952,992560866,1
585,3785,975949452,0
585,3617,975949469,0
585,3623,975949469,0
585,3753,975949483,0
585,3744,975949495,0
585,3354,975949532,0
585,3752,975949532,0
585,771,975949674,1
585,3146,975964717,0
585,3481,975964761,1
586,29,975948187,1
586,1206,975948187,1
586,745,975948707,1
586,1148,975948707,1
586,2761,975948707,1
586,1223,975948707,1
586,2858,975948794,1
586,2300,975949326,1
586,1235,975949326,1
586,1276,975949464,1
587,3556,982711690,1
587,3886,982711709,0
587,3037,993129141,1
587,3897,993129141,1
587,3363,993129215,0
587,1704,993130233,0
587,358,993555777,0
587,1278,993556125,0
587,2599,993556151,1
587,1596,993556184,0
588,469,985733338,1
588,1357,985800298,1
588,1619,985906221,1
588,101,988059519,0
588,50,988059598,1
588,2359,988059611,1
588,1694,999641368,1
588,2920,999641368,1
588,921,999641411,1
588,1449,999641446,1
589,2915,975919357,0
589,2791,975919357,1
589,235,975919382,1
589,2542,975919382,1
589,3088,975919441,1
589,1500,975919441,1
589,1379,975919574,1
589,2012,975919574,1
589,553,975919574,1
589,996,975919602,1
590,2333,975913590,1
590,1732,975913590,1
590,1653,975913617,1
590,2883,975913617,1
590,1584,975913617,1
590,341,975913617,1
590,319,975913645,1
590,1966,975913645,1
590,1171,975913666,1
590,2390,975913666,1
591,750,975912973,1
591,1333,975912986,1
591,1947,975912998,1
591,910,975913043,1
591,1254,975913088,1
591,912,975913088,1
591,928,975913088,1
591,930,975913101,1
591,2204,975913118,1
591,898,975913118,1
592,3316,975902731,1
592,3717,975902731,1
592,50,975902839,1
592,1799,975902874,1
592,1500,975902936,1
592,260,975903130,1
592,1196,975903130,1
592,1198,975903130,1
592,858,975903130,1
592,1218,975903130,1
593,2774,1000619901,1
593,3949,1002855050,1
593,3408,1002855218,1
593,3911,1002855218,1
593,3831,1002855330,0
593,3951,1002855679,0
593,3720,1002855679,1
593,3556,1002856201,0
593,3948,1002856618,0
593,3623,1002856816,0
594,3175,975900783,0
594,2321,975900800,1
594,1968,975900800,1
594,1060,975900818,1
594,2109,975900834,1
594,3210,975900858,1
594,1663,975900858,1
594,1883,975900858,1
594,2302,975900858,1
594,1958,975900858,1
595,1834,975898143,1
595,2353,975898143,1
595,350,975898167,1
595,377,975898167,1
595,3176,975898183,1
595,163,975898183,1
595,349,975898183,1
595,1608,975898200,0
595,454,975898200,1
595,3831,983261337,1
596,804,975893787,1
596,661,975893787,0
596,1544,975893800,1
596,3173,975893800,1
596,3,975893822,0
596,3565,975893822,0
596,3594,975893822,0
596,3745,975893822,0
596,3354,975893834,0
596,3325,975893860,0
597,1513,975904713,1
597,2395,975904730,1
597,2762,975904730,1
597,3157,975904753,1
597,2700,975904753,1
597,2702,975904753,1
597,2763,975904778,1
597,2987,975904795,1
597,3793,975904795,1
597,2701,975904795,0
598,2396,975891616,1
598,2700,975891616,1
598,2762,975891616,0
598,110,975896560,1
598,2571,975896560,1
598,2028,975896560,0
598,1610,975896593,1
598,457,975896593,1
598,480,975896593,0
598,21,975896593,1
599,1950,975885112,1
599,2925,975885112,0
599,527,975885112,1
599,1276,975885137,1
599,1193,975885137,1
599,36,975885137,1
599,1221,975885137,0
599,1228,975885137,1
599,1944,975885172,1
599,1247,975885172,1
600,1959,975881821,1
600,2961,975881930,0
600,2987,975881965,0
600,2701,975881965,0
600,968,975882355,0
600,3176,975882355,0
600,2997,978055748,1
600,1997,978056539,1
600,3617,978056577,1
600,3646,978056609,0
601,2279,975887466,0
601,2967,975887482,0
601,2605,975887516,0
601,2126,975887593,0
601,3063,975887615,0
601,2122,975887670,1
601,2903,975887670,0
601,1222,975887732,1
601,1090,975887741,1
601,2106,975887788,0
602,2034,975878465,1
602,3926,975878465,1
602,2642,975878509,0
602,256,975878509,0
602,2672,975878509,1
602,3696,975878509,0
602,3878,975878509,0
602,185,975878509,1
602,504,975878509,0
602,2986,975878509,1
603,1608,975874055,1
603,1833,975874055,1
603,2763,975874055,0
603,648,975874085,0
603,1047,975874085,0
603,780,975874131,0
603,2273,975874131,0
603,1479,975874131,1
603,1801,975874131,1
603,1586,975874131,0
604,1004,975872609,0
604,798,975872639,0
604,1867,975872639,0
604,1320,975872639,0
604,1626,975872658,0
604,544,975872658,0
604,1562,975872677,0
604,3189,975872735,0
604,3948,975872755,1
604,3893,975872755,0
605,2761,975871970,1
605,3053,975872000,1
605,2581,975872018,0
605,2490,975872053,0
605,2502,975872053,0
605,2013,975872077,1
605,3081,975872117,1
605,2840,975872136,1
605,2672,975872156,1
605,2987,975872173,1
606,2174,975892745,0
606,1777,975892745,1
606,367,975892745,1
606,1485,975892810,1
606,2014,975892832,1
606,3175,975892863,1
606,2078,975892890,1
606,1073,975892890,1
606,1665,975892916,1
606,1220,975892945,1
607,2289,975865094,1
607,994,975865094,1
607,2329,975865094,1
607,3418,975865154,0
607,1682,975865154,1
607,73,975865154,1
607,1873,975865221,1
607,678,975865221,0
607,3147,975865221,1
607,2959,975865221,1
608,2802,985998349,0
608,2344,985998349,1
608,3274,985998414,0
608,1438,985998448,0
608,3697,985998448,0
608,1552,985998516,1
608,786,985998569,0
608,1876,985998569,1
608,653,985998569,0
608,3704,985998591,0
609,527,980033010,1
609,1233,980033020,1
609,457,980033051,1
609,2762,980033051,1
609,3863,980611081,1
609,1036,981815803,1
609,3827,1006726603,0
609,3355,1006726617,1
609,1197,1006726681,1
609,1259,1006726697,1
610,2053,975862959,0
610,173,975862959,0
610,858,975863014,1
610,318,975863045,1
610,1224,975863045,1
610,1299,975863088,1
610,265,975863088,1
610,3683,975863088,1
610,3037,975863119,1
610,3162,975863149,0
611,3105,977156897,0
611,3424,977158532,1
611,2243,977158789,1
611,2076,977158841,0
611,2349,977158880,1
611,3952,977425911,0
611,3408,978450890,1
611,2975,991763737,1
611,2881,991764004,0
611,3826,991764194,0
612,3555,975814791,0
612,266,975814822,0
612,3675,975814822,0
612,490,975814822,0
612,2135,975814822,0
612,3512,975814822,0
612,3450,975815830,0
612,1544,975815884,0
612,3173,975815884,0
612,144,975815884,0
613,1095,975812155,1
613,2291,975812186,1
613,247,975812186,1
613,1179,975812186,1
613,300,975812186,1
613,2427,975812208,1
613,1635,975812238,0
613,2395,975812238,0
613,147,975812238,0
613,32,975812238,1
614,986,975807796,0
614,1033,975807796,1
614,2015,975807796,1
614,362,975807820,1
614,2059,975807864,1
614,1688,975807864,0
614,801,975807864,1
614,1907,975807864,1
614,1010,975807864,1
614,1064,975807864,1
615,466,975978845,1
615,3107,975978845,1
615,1573,975978845,1
615,165,975978845,1
615,786,975978880,1
615,2628,975978880,1
615,95,975978880,0
615,1676,975978903,0
615,1097,975979063,0
615,2396,975979360,1
616,1544,975803102,0
616,3922,975803120,0
616,3354,975803147,0
616,741,975803232,1
616,750,975803232,1
616,260,975803232,1
616,541,975803232,1
616,1274,975803253,1
616,1196,975803253,1
616,1214,975803253,1
617,3481,975801367,0
617,3578,975801367,1
617,912,975801479,1
617,904,975801607,1
617,1913,975801607,0
617,1950,975801607,1
617,1617,975801668,1
617,800,975801668,1
617,1212,975801668,1
617,1086,975801668,1
618,1970,975800730,0
618,2456,975800747,0
618,1969,975800765,0
618,3579,975800765,1
618,1976,975800765,0
618,1972,975800783,0
618,611,975800803,0
618,1977,975800803,0
618,1986,975800803,0
618,2624,975800849,1
619,2804,975800915,1
619,2858,975800915,1
619,1136,975800915,1
619,2599,975800936,1
619,2997,975800953,1
619,3083,975800953,1
619,1294,975800977,0
619,2248,975800977,1
619,916,975800977,0
619,3623,975801052,0
620,2082,975801358,0
620,485,975801367,0
620,413,975801382,0
620,435,975801382,0
620,3146,975801382,0
620,691,975801423,0
620,1390,975801423,0
620,2953,975801436,0
620,719,975801446,0
620,19,975801446,0
621,1275,975799943,0
621,1625,975799974,1
621,547,975800000,0
621,1729,975800032,1
621,3265,975800060,1
621,288,975800120,1
621,1218,975800120,1
621,1769,975800134,0
621,2952,975800202,1
621,3441,975800268,0
622,2997,975796124,0
622,3083,975796124,1
622,2324,975796160,1
622,2908,975796160,1
622,2858,975796191,0
622,1354,975796191,1
622,1089,975796191,0
622,2575,975796211,0
622,232,975796233,1
622,2289,975796250,0
623,2761,981350071,1
623,50,982123890,1
623,3863,982471437,1
623,3787,982471759,1
623,3950,993007970,1
623,1272,993008048,1
623,3747,1001823022,1
623,1274,1001823054,1
623,3683,1001823073,1
623,3317,1010373048,1
624,1719,1039847206,1
624,32,1041183186,0
624,595,1041184798,1
624,1485,1041185241,1
624,3088,1041909665,0
624,2693,1042430080,1
624,1281,1042998548,1
624,3341,1044229049,1
624,2427,1045024022,1
624,3844,1045355829,1
625,1480,975787148,0
625,3252,975787233,1
625,3078,975787248,1
625,2112,975787358,1
625,3257,975787616,1
625,3481,975787764,1
625,3852,975787764,1
625,3911,975787764,1
625,1173,975787910,0
625,1089,975787930,0
626,1408,978235577,1
626,2353,978235577,1
626,480,978235595,1
626,2006,978235595,0
626,377,978235678,0
626,1101,978235711,1
626,1537,978243845,1
626,2683,978243916,1
626,2706,978243916,1
626,2905,992662660,1
627,3393,975783269,0
627,2138,975783341,0
627,1009,975783341,0
627,1073,975783341,0
627,2105,975783398,1
627,2161,975783398,1
627,2173,975783398,1
627,2193,975783398,0
627,541,975783428,1
627,1199,975783641,1
628,2581,975782585,0
628,450,975782617,1
628,440,975782644,1
628,3157,975782680,0
628,587,975782727,1
628,317,975782727,1
628,500,975782727,1
628,368,975782727,0
628,3578,975782889,0
628,3751,975783106,1
629,3564,975785313,0
629,3754,975785313,1
629,2053,975785392,1
629,8,975785392,1
629,1460,975785392,1
629,1654,975785392,0
629,2354,975785392,0
629,1707,975785392,1
629,1588,975785392,1
629,343,975785392,1
630,3363,976207250,1
630,2997,976207289,1
630,1292,976207289,1
630,2349,976207289,1
630,232,976207310,1
630,2395,976207310,0
630,1641,976207343,1
630,348,976207343,1
630,1073,976207343,1
630,1278,976207357,1
631,1099,975782692,1
631,1747,975782710,1
631,3510,975782710,1
631,508,975782721,0
631,3036,975782778,1
631,2496,975782794,1
631,2115,975782794,1
631,785,975782805,1
631,1339,975782832,1
631,1031,975782832,1
632,1676,975776456,1
632,1876,975776456,1
632,426,975776456,1
632,2699,975776456,0
632,1391,975776456,0
632,2393,975776456,1
632,1917,975776456,1
632,748,975776512,1
632,1603,975776512,0
632,379,975776512,1
633,3408,1005755579,0
633,3578,1005755623,0
633,3948,1005755699,1
633,3535,1005755812,1
633,3755,1005755831,0
633,3901,1005755972,0
633,3744,1005756051,0
633,2630,1015298741,0
633,2318,1015299097,1
633,373,1015299097,1
634,2174,975791590,0
634,1035,975791687,1
634,1220,975791716,0
634,1380,975792011,1
634,2746,975792011,1
634,2394,975792039,1
634,1029,975792108,0
634,239,975792177,0
634,1196,975860053,1
634,1197,975860083,1
635,1234,979143001,1
635,3088,979143038,1
635,2791,979143038,1
635,933,979143080,1
635,1188,979143080,1
635,1948,979143080,1
635,348,979143080,1
635,3507,979143120,1
635,1079,979143120,1
635,1243,979143120,1
636,442,975752963,1
636,1603,975752996,0
636,1876,975752996,1
636,3698,975752996,0
636,1320,975752996,1
636,1917,975752996,1
636,379,975753026,0
636,1690,975753027,1
636,1391,975753027,1
636,3156,975753027,1
637,1947,975739421,1
637,1307,975739439,1
637,2987,975739468,1
637,2701,975739502,0
637,1073,975739502,1
637,919,975739530,1
637,2919,975739573,1
637,1278,975739599,1
637,1378,975739599,1
637,1379,975739614,0
638,2518,975732070,0
638,2111,975732092,1
638,2134,975732092,1
638,2001,975732092,1
638,2261,975732119,1
638,3684,975732119,0
638,2193,975732119,0
638,1587,975732119,1
638,2005,975732119,1
638,3863,975732629,0
639,2453,988363848,1
639,2399,988363848,1
639,1967,988363848,0
639,590,988365564,1
639,2410,990329284,1
639,2411,990329284,1
639,2412,990329284,1
639,2642,990329284,0
639,2643,990329284,0
639,839,990329327,0
640,3270,975726162,0
640,318,975726162,1
640,2997,975726174,1
640,778,975726198,1
640,296,975726198,1
640,608,975726198,1
640,1358,975726198,0
640,34,975726198,1
640,1617,975726218,1
640,2762,975726218,1
641,1966,1019443099,1
641,1235,1019443109,1
641,1,1019443119,1
641,3897,1019443131,1
641,953,1019443203,1
641,1300,1019443203,1
641,2996,1019443214,1
641,1307,1019443315,1
641,1265,1019443345,1
641,265,1019443358,1
642,260,975721808,1
642,3791,975721845,1
642,24,975721862,1
642,1721,975721898,1
642,968,975721928,1
642,339,975722352,1
642,3081,975722408,1
642,2143,975722492,1
642,3699,975722566,1
642,608,975722627,1
643,2672,975717852,0
643,3114,975717852,1
643,3176,975717852,0
643,2702,975717852,1
643,2763,975717852,0
643,2987,975717902,1
643,3798,975717902,0
643,2701,975717902,0
643,3565,975717902,0
643,3793,975717912,0
644,1247,975720368,1
644,916,975720419,1
644,2020,975720419,1
644,930,975720463,1
644,2291,975720463,1
644,293,975720463,1
644,1912,975720463,1
644,2858,975737595,1
644,101,975737663,1
644,2497,975737758,0
645,2324,975715540,1
645,2966,975715540,1
645,745,975715587,1
645,1148,975715587,1
645,3929,975715617,1
645,1256,975715669,1
645,1288,975715669,1
645,1537,975715669,1
645,2396,975715669,0
645,34,975715669,1
646,3257,975782667,1
646,849,975782717,0
646,20,975782717,0
646,1562,975782748,0
646,2373,975782748,0
646,1,975782835,1
646,595,975782835,1
646,919,975782835,1
646,1012,975782835,1
646,3811,975782957,0
647,110,975715394,0
647,1429,975715417,1
647,480,975715439,1
647,1372,975715439,0
647,377,975715439,1
647,165,975715455,0
647,2058,975715470,1
647,1722,975715497,0
647,3208,975715515,0
647,1518,975715515,1
648,2166,1030231000,1
648,3526,1030231018,1
648,345,1030235270,1
648,302,1031610106,1
648,2628,1041110587,1
648,260,1041110587,1
648,1196,1041110587,1
648,923,1044744384,1
648,2926,1044744404,1
648,2612,1044744417,1
649,10,976920134,1
649,2798,976920312,0
649,2799,976920312,0
649,1097,976920561,1
649,3444,977093836,0
649,667,977176731,0
649,3052,977947260,1
649,32,977947348,1
649,1639,978040585,0
649,365,985224419,0
650,3623,981996356,0
650,3555,981996356,0
650,3578,981996356,1
650,3753,981996356,1
650,3755,981996356,0
650,3452,981996392,1
650,3300,981996392,0
650,3316,981996392,1
650,3717,981996393,1
650,3593,981996413,1
651,3639,975979152,1
651,2990,975979202,0
651,1606,975979202,0
651,2989,975979227,0
651,2105,975979227,0
651,3082,975979300,0
651,2376,975979300,0
651,2524,975979322,1
651,3697,975979344,0
651,2531,975979344,0
652,2808,975703136,0
652,256,975703136,0
652,435,975703136,0
652,3156,975703136,0
652,1590,975703136,1
652,504,975703136,0
652,880,975703182,0
652,1591,975703182,0
652,2549,975703182,0
652,2986,975703182,0
653,2712,975700578,0
653,2688,975700601,1
653,2585,975700649,1
653,2734,975700691,1
653,1959,975700691,1
653,2490,975700718,1
653,2013,975700718,0
653,2686,975700741,1
653,1513,975700762,1
653,2396,975700762,1
654,1962,975701773,0
654,1958,975701791,0
654,2919,975701791,1
654,1097,975701791,1
654,1246,975701791,1
654,2474,975701817,1
654,1124,975701817,0
654,1395,975701817,0
654,1959,975701849,0
654,3791,975701858,0
655,2407,975708223,0
655,3448,975708223,0
655,2011,975708223,0
655,3524,975708249,0
655,1010,975708249,0
655,3087,975708269,0
655,1511,975708269,0
655,1513,975708269,0
655,339,975708269,0
655,587,975708284,0
656,2915,975740288,1
656,1097,975740288,1
656,1270,975740313,1
656,3088,975740313,1
656,1028,975740313,1
656,1960,975740340,0
656,32,975740340,0
656,1240,975740340,0
656,1772,975740359,1
656,1964,975740359,1
657,2396,975695150,1
657,2724,975695150,0
657,314,975695150,1
657,2762,975695150,1
657,2702,975695197,1
657,3114,975695243,1
657,3176,975695243,1
657,2987,975695345,1
657,2600,975695345,0
657,3117,978110441,0
658,902,975692691,1
658,2736,975692718,1
658,95,975692732,0
658,3264,975692759,0
658,2355,975692759,0
658,348,975692759,0
658,784,975692789,0
658,1895,975692789,0
658,3552,975692789,1
658,1343,975692804,0
659,350,975691124,0
659,32,975691124,0
659,1624,975691348,1
659,3271,975691348,1
659,3148,975691348,1
659,1680,975691383,1
659,2125,975691383,1
659,1735,975691407,1
659,508,975691407,0
659,534,975691407,0
660,2851,976807061,0
660,132,976807061,0
660,2835,976807265,0
660,1499,976807313,0
660,3877,976807512,0
660,1458,976807855,0
660,3185,976808085,1
660,3623,976808190,0
660,3316,976808312,0
660,3513,977925191,1
661,3468,975702003,1
661,318,975702003,1
661,1207,975702003,1
661,1225,975702003,1
661,924,975702043,1
661,1193,975702043,1
661,3011,975702076,1
661,2310,975702076,1
661,3037,975702117,1
661,1245,975702117,1
662,170,975664127,1
662,692,975664200,0
662,849,975664200,1
662,1752,975664200,1
662,44,975664200,0
662,737,975664273,0
662,1562,975664273,0
662,2701,975664273,0
662,546,975664273,0
662,694,975664318,1
663,2746,975653279,1
663,2003,975653296,1
663,1974,975653310,1
663,2717,975653339,0
663,2902,975653339,0
663,1975,975653339,0
663,1987,975653339,0
663,1389,975653429,0
663,2614,975653448,0
663,2903,975653448,0
664,3342,975993156,0
664,1305,975993172,0
664,111,975993195,1
664,2762,975993195,1
664,1658,975993234,0
664,541,975993234,0
664,969,975993250,1
664,608,975993275,1
664,3683,975993303,1
664,1704,975993303,1
665,1387,975645650,1
665,2716,975645650,1
665,188,975645650,0
665,2003,975645650,1
665,1407,975645686,1
665,2288,975645686,1
665,1982,975645686,1
665,1214,975645686,0
665,1219,975645686,1
665,1529,975645741,1
666,1356,975642087,0
666,780,975642105,0
666,3819,975642143,1
666,2300,975642188,1
666,2289,975642218,1
666,2731,975642302,1
666,971,975642336,1
666,915,975642390,1
666,933,975642390,1
666,2966,975642540,1
667,1339,1008090269,1
667,3527,1008090269,0
667,3563,1027588497,0
667,1374,1030005695,1
667,377,1030005695,0
667,1290,1030005732,1
667,2003,1030005732,0
667,1257,1030005775,0
667,780,1030005775,0
667,2143,1030005799,0
668,1610,975635823,1
668,2278,975635823,1
668,1732,975635823,0
668,16,975635823,0
668,3044,975635878,1
668,1480,975635878,0
668,161,975635878,0
668,2916,975635878,0
668,1197,975636165,1
668,1339,975636250,0
669,2394,975634978,0
669,364,975634978,1
669,3054,975634995,1
669,3751,975635044,0
669,3328,975635076,1
669,3744,975635076,1
669,3578,975635101,1
669,3793,975635209,1
669,3275,975635209,1
669,3827,975635232,0
670,1250,975628962,1
670,908,975628962,1
670,2624,975628962,1
670,2966,975628962,0
670,1249,975629003,1
670,3932,975629003,0
670,1259,975629003,1
670,3947,975629003,0
670,1282,975629003,0
670,1673,975629003,0
671,919,986721743,1
671,3470,986722064,1
671,3152,986722191,1
671,1251,986722219,1
671,2863,986722474,1
671,3000,986722636,1
671,3703,986722688,1
671,3910,986722799,1
671,3363,986723420,0
671,1090,986723681,0
672,2028,975625809,1
672,457,975625902,1
672,1036,975625902,1
672,1240,975625902,0
672,1304,975625903,1
672,2947,975625903,1
672,2278,975626059,0
672,1954,975626059,1
672,1200,975626059,1
672,1220,975626059,0
673,3864,975625543,0
673,3908,975625543,0
673,1212,975952396,1
673,1129,975952458,0
673,1248,975952503,1
673,1284,975952503,1
673,3936,975952518,0
673,3675,975952518,0
673,2455,975952539,0
673,3150,975952571,1
674,1909,975620532,1
674,2011,975620532,1
674,745,975694752,1
674,904,975694752,1
674,2762,975694752,1
674,50,975694752,1
674,903,975694789,1
674,1617,975694789,1
674,608,975694789,1
674,1036,975694789,1
675,2599,975618939,1
675,2688,975618958,0
675,3175,975618958,1
675,2757,975618958,0
675,2959,975618958,1
675,2318,975618976,0
675,2333,975618976,1
675,2716,975618976,1
675,2580,975618976,1
675,3578,975618976,1
676,2408,976165966,0
676,2266,976165966,0
676,2379,976165966,0
676,203,976166019,0
676,276,976166058,0
676,2380,976166150,0
676,2381,976166190,0
676,2383,976166190,0
676,2799,976166259,0
676,3513,977351057,0
677,1673,975612659,1
677,492,975612700,1
677,2539,975612700,1
677,1295,975612735,1
677,25,975612735,1
677,1910,975612764,1
677,230,975612792,1
677,2414,975612817,1
677,3230,975612817,1
677,2583,975612817,1
678,1294,1025130640,1
678,2639,1025130640,1
678,2143,1025130640,1
678,2096,1025130678,1
678,1954,1025130678,1
678,3720,1025130718,1
678,3950,1025130719,1
678,2570,1027909375,1
678,202,1037550388,0
678,2681,1043593913,1
679,2355,975608331,1
679,592,975608370,1
679,1270,975608505,0
679,3471,975608505,1
679,3703,975608505,1
679,1206,975608505,0
679,2010,975608505,1
679,2664,975608529,1
679,1374,975608529,0
679,3702,975608529,1
680,785,975604194,1
680,2502,975604241,0
680,3753,975604241,0
680,2490,975604270,0
680,2598,975604283,0
680,2762,975604297,1
680,3081,975604318,0
680,2840,975604318,0
680,2841,975604318,1
680,2672,975604333,0
681,1033,975603645,1
681,3615,975603670,0
681,13,975603670,1
681,48,975603670,0
681,673,975603694,0
681,2354,975603694,1
681,3799,975603726,1
681,3054,975603726,0
681,888,975603726,1
681,1230,975603821,1
682,17,975602918,1
682,2764,975602918,1
682,1337,975602943,1
682,1387,975602943,1
682,1090,975602943,1
682,1265,975602969,1
682,2366,975602969,1
682,3551,975602969,1
682,3552,975602969,1
682,1222,975602969,1
683,474,975601827,1
683,349,975601827,1
683,2916,975601827,1
683,1370,975601854,1
683,2353,975601854,1
683,21,975601854,0
683,377,975601854,0
683,3062,975602269,1
683,2695,975602284,0
683,858,975602284,0
684,2694,975603072,1
684,524,975603250,1
684,2409,975603281,1
684,2410,975603281,1
684,2411,975603281,1
684,2412,975603281,0
684,1954,975603281,1
684,2959,975603330,0
684,19,975603428,1
684,344,975603428,1
685,2518,975603031,0
685,3623,975603061,1
685,3744,975603061,1
685,3360,975603098,1
685,1961,975603109,1
685,3793,975603148,1
685,1954,975603213,1
685,3179,975603322,1
685,2683,975603340,1
685,2770,975603358,0
686,733,975601905,1
686,480,975601905,1
686,2617,975601926,0
686,380,975601926,0
686,1580,975601940,0
686,110,975601992,1
686,1408,975602014,1
686,2427,975602014,1
686,3178,975602014,1
686,3616,975602285,0
687,1600,975692761,0
687,2297,975692778,0
687,2942,975692778,0
687,3269,975692835,0
687,3436,975692850,0
687,3,975692867,1
687,276,975692867,0
687,1854,975692909,1
687,447,975693228,0
687,3206,975693268,0
688,1222,975634420,0
688,1224,975634420,1
688,1233,975634420,1
688,1242,975634420,1
688,3035,975634464,1
688,1944,975634464,1
688,41,975634464,1
688,3724,975634464,1
688,1200,975634464,0
688,1090,975634464,0
689,1544,975584975,0
689,2530,975584975,0
689,2408,975585015,0
689,1373,975585015,0
689,519,975585015,0
689,2986,975585015,0
689,2456,975585087,0
689,2642,975585087,0
689,1750,975585087,0
689,2643,975585153,0
690,2747,975585445,1
690,1573,975585475,1
690,1959,975585505,0
690,3770,975585505,1
690,1135,975585522,1
690,3033,975585564,1
690,3785,975585665,1
690,3301,975585691,1
690,3821,975585734,1
690,3826,975585811,0
691,3733,1010909771,0
691,3114,1010909783,1
691,1131,1010909804,1
691,1784,1010909848,1
691,3735,1010909859,0
691,2671,1010909883,0
691,1393,1010909994,0
691,1405,1010910118,1
691,3039,1010910172,1
691,2173,1010910276,1
692,1270,1012665714,1
692,2710,1012665730,1
692,2312,1012665764,1
692,1022,1012665764,1
692,1968,1012665764,1
692,1265,1012665843,1
692,3328,1015170429,1
692,3101,1025882180,0
692,2891,1026096234,0
692,3081,1026096259,1
693,3354,977550067,0
693,3185,977550145,0
693,3753,977550170,0
693,3515,977550213,1
693,3755,977550213,0
693,3484,977550252,0
693,3717,977550252,0
693,3752,978243684,0
693,3173,978243704,0
693,3916,978243729,1
694,2700,975562188,1
694,2701,975562229,0
694,3793,975562245,1
694,2600,975562245,1
694,2872,975562301,1
694,502,975562323,0
694,2606,975562324,0
694,1210,975562324,1
694,260,975562349,1
694,111,975562349,0
695,1213,975603471,1
695,3469,975603489,1
695,50,975603489,1
695,1219,975603489,1
695,1262,975603561,1
695,2858,975603601,1
695,1089,975603601,1
695,1136,975603612,0
695,1203,975603624,1
695,3160,975603683,0
696,3536,981258783,1
696,3510,986115022,1
696,3863,986115115,0
696,3745,991589756,0
696,2502,994578057,1
696,1060,996598514,0
696,2683,1001185093,0
696,2770,1001185093,1
696,2959,1038765892,1
696,899,1038765973,1
697,3108,975560819,0
697,2390,975560819,0
697,351,975560819,0
697,1641,975560860,1
697,3255,975560860,1
697,1500,975560860,1
697,2355,975560860,0
697,1580,975560891,1
697,2542,975560891,0
697,342,975560891,1
698,327,1015132993,0
698,1590,1015133018,1
698,2701,1015133018,0
698,608,1015133079,0
698,1089,1015133079,1
698,2542,1015133100,0
698,1178,1015133161,1
698,2797,1015133353,0
698,3022,1015133496,0
698,3629,1015133506,0
699,2664,986533346,1
699,1340,986533346,1
699,2648,986533365,1
699,1333,986533365,1
699,1339,986533383,1
699,3018,986533438,1
699,968,986533438,1
699,1924,986533630,0
699,1252,986533866,1
699,965,986533866,1
700,3435,975555493,1
700,3683,975555493,1
700,541,975555493,1
700,1267,975555519,1
700,1284,975555519,1
700,930,975555519,0
700,1344,975555562,1
700,3334,975555562,1
700,3364,975555562,1
700,2727,975555562,1
701,3623,979094791,0
701,648,979094791,0
701,3785,979094815,0
701,733,979094850,0
701,3249,979094850,0
701,47,979094893,1
701,1892,979094966,0
701,428,979095003,1
701,3948,979095172,1
701,3301,979095243,0
702,3841,975565860,0
702,2408,975565886,0
702,520,975565905,0
702,432,975565947,0
702,355,975565947,0
702,2379,975565970,0
702,3773,975566024,1
702,2381,975566062,0
702,88,975566104,0
702,19,975566143,0
703,2966,975548574,1
703,1269,975548612,1
703,1282,975548612,1
703,3932,975548642,1
703,1259,975548642,1
703,1284,975548642,1
703,951,975548642,1
703,1965,975548669,1
703,2160,975548706,1
703,1035,975548706,0
704,2670,975548727,1
704,2840,975548727,0
704,2841,975548727,1
704,3185,975548727,1
704,2070,975548766,0
704,2806,975548766,0
704,3384,975548766,0
704,2763,975548766,1
704,2987,975548793,0
704,2701,975548793,0
705,1977,975548460,1
705,1978,975548460,0
705,1979,975548460,1
705,1980,975548460,0
705,1981,975548460,0
705,1998,975548500,0
705,2021,975548557,0
705,3593,975548596,0
705,671,975548741,0
705,1517,975548741,0
706,1836,975545528,0
706,848,975545528,0
706,2596,975545528,1
706,1794,975545528,1
706,531,975545528,1
706,85,975545528,1
706,261,975545576,0
706,1897,975545576,1
706,1589,975545576,0
706,372,975545576,1
707,1674,975726692,1
707,1240,975726692,1
707,3101,975726732,1
707,3505,975726732,1
707,648,975726905,0
707,731,975726941,0
707,451,975726941,0
707,1644,975726963,0
707,427,975726979,0
707,3005,981205544,0
708,1466,975542193,0
708,2791,975542193,1
708,1580,975542225,0
708,1673,975542239,1
708,2291,975542262,0
708,3513,975542262,1
708,3755,975542262,0
708,648,975542277,0
708,3675,975542300,1
708,3753,975542365,1
709,2918,975541050,1
709,3613,975541064,1
709,1255,975541084,0
709,1257,975541084,1
709,2261,975541103,1
709,2065,975541133,1
709,2478,975541177,1
709,3491,975541235,1
709,1780,975541406,1
709,2061,975541449,1
710,3571,1010817448,0
710,3830,1011311726,0
710,2579,1013325628,1
710,3328,1014701068,1
710,2891,1017556778,0
710,3081,1018677355,1
710,2628,1023052895,0
710,3717,1026169246,0
710,1884,1028314867,0
